Algorithm,Log Source,Log,Min Adaptive Window,Max Adaptive Window,Detected Changepoints,Actual Changepoints for Log,F1-Score,Average Lag,Duration,P-Value,MRID,Epsilon,Window Size,SW Step Size
Process Graph Metrics,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_5,100.0,500.0,"[1052, 2104]","[999, 1999]",1.0,79.0,00:00:18,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove,300.0,500.0,[],"[999, 1999]",,,00:00:09,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cp,200.0,600.0,"[519, 1038]",[499],0.6666666666666666,20.0,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_OIR,300.0,600.0,[501],[499],1.0,2.0,00:00:02,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cd,400.0,500.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,400.0,600.0,"[1000, 2055]","[999, 1999]",1.0,28.5,00:00:59,,,,,
Process Graph Metrics,Ostovar,Atomic_Swap_output_Swap_5,100.0,500.0,[1099],"[999, 1999]",0.6666666666666666,100.0,00:00:44,,,,,
Bose J,Ostovar,Nested_OIR_output_OIR_5,,,"[916, 1948]","[999, 1999]",1.0,67.0,00:29:20,,,,400.0,2.0
Bose WC,Ostovar,Nested_OIR_output_OIR_5,,,"[890, 1960]","[999, 1999]",1.0,74.0,00:32:32,,,,400.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_IOR,400.0,400.0,[638],[499],1.0,139.0,00:00:02,,,,,
Bose J,Ostovar,Atomic_Swap_output_Swap_5,,,"[898, 1836, 2340]","[999, 1999]",0.8,132.0,00:22:22,,,,500.0,2.0
Bose WC,Ostovar,Atomic_Swap_output_Swap_5,,,"[1198, 1690]","[999, 1999]",0.5,199.0,00:27:13,,,,500.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cf,200.0,500.0,[608],[499],1.0,109.0,00:00:04,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute,300.0,400.0,"[924, 1850]","[999, 1999]",1.0,112.0,00:05:50,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute,300.0,400.0,[],"[999, 1999]",,,00:03:10,0.4,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_5,200.0,400.0,"[1045, 2085]","[999, 1999]",1.0,66.0,00:00:40,,,,,
Process Graph Metrics,Ostovar,Nested_RIO_output_RIO_2,100.0,400.0,"[1019, 2169]","[999, 1999]",1.0,95.0,00:00:39,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,200.0,700.0,[470],[499],1.0,29.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_5,300.0,400.0,[],"[999, 1999]",,,00:06:20,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_5,300.0,400.0,[],"[999, 1999]",,,00:03:21,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_cf,300.0,400.0,[319],[499],1.0,180.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_cf,300.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cf,200.0,500.0,[],[499],,,00:00:21,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_pl,300.0,700.0,[],[499],,,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_pl,300.0,700.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_sw,100.0,600.0,[180],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_cb,100.0,400.0,[],[499],,,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_cb,100.0,400.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise10_1000_IRO,400.0,400.0,"[399, 899]",[499],0.6666666666666666,100.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise10_1000_IRO,400.0,400.0,[],[499],,,00:00:03,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IOR_output_IOR_5,200.0,600.0,"[948, 1797]","[999, 1999]",0.5,51.0,00:00:36,,,,,
Process Graph Metrics,Ostovar,Composite_RIO_output_RIO_2,200.0,500.0,[1024],"[999, 1999]",0.6666666666666666,25.0,00:01:30,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_pm,200.0,600.0,[439],[499],1.0,60.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_pm,200.0,600.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialMove_output_SerialMove_2,100.0,500.0,[],"[999, 1999]",,,00:10:12,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialMove_output_SerialMove_2,100.0,500.0,[],"[999, 1999]",,,00:06:48,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cp,400.0,700.0,[399],[499],1.0,100.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cp,400.0,700.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_pm,200.0,400.0,[300],[499],1.0,199.0,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,400.0,500.0,"[980, 2123]","[999, 1999]",1.0,71.5,00:00:15,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip_5,300.0,500.0,"[829, 1910]","[999, 1999]",1.0,129.5,00:07:28,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip_5,300.0,500.0,[],"[999, 1999]",,,00:04:13,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_ROI,200.0,400.0,[519],[499],1.0,20.0,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_re,200.0,500.0,[523],[499],1.0,24.0,00:00:05,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_re,100.0,400.0,[449],[499],1.0,50.0,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_re,100.0,400.0,[],[499],,,00:00:03,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise0_1000_RIO,400.0,600.0,[499],[499],1.0,0.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise0_1000_RIO,400.0,600.0,[],[499],,,00:00:03,0.4,,,,
Earth Mover's Distance,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_2,,,"[942, 1948, 2464]","[999, 1999]",0.8,54.0,00:38:47,,,,400.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise20_1000_RIO,300.0,400.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise20_1000_RIO,300.0,400.0,[],[499],,,00:00:03,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_re,,,[448],[499],1.0,51.0,00:00:01,,,,200.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,200.0,500.0,[471],[499],1.0,28.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,100.0,600.0,"[899, 1920]","[999, 1999]",1.0,89.5,00:05:24,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval,100.0,600.0,[],"[999, 1999]",,,00:03:02,0.4,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,100.0,400.0,"[955, 1899]","[999, 1999]",1.0,72.0,00:00:28,,,,,
Earth Mover's Distance,Ostovar,Atomic_Skip_output_Skip_5,,,"[966, 1368, 1956, 2456]","[999, 1999]",0.6666666666666666,38.0,00:17:40,,,,200.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_lp,400.0,700.0,[600],[499],1.0,101.0,00:00:00,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IRO,,,[448.6666666666667],[499],1.0,50.333333333333314,00:00:00,,300.0,30.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IRO,,,[448.6666666666667],[499],1.0,50.333333333333314,00:00:00,,300.0,60.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IRO,,,[448.6666666666667],[499],1.0,50.333333333333314,00:00:00,,300.0,90.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IRO,,,[448.6666666666667],[499],1.0,50.333333333333314,00:00:00,,300.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise0_1000_IRO,,,[448.6666666666667],[499],1.0,50.333333333333314,00:00:00,,300.0,150.0,,
Bose J,Ceravolo,sudden_trace_noise10_1000_cp,,,[],[499],,,00:00:04,,,,600.0,2.0
Bose WC,Ceravolo,sudden_trace_noise10_1000_cp,,,[],[499],,,00:00:02,,,,600.0,2.0
Earth Mover's Distance,Ceravolo,sudden_trace_noise20_1000_pm,,,[414],[499],1.0,85.0,00:00:00,,,,100.0,2.0
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_2,200.0,600.0,[],"[999, 1999]",,,00:07:16,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_2,200.0,600.0,[],"[999, 1999]",,,00:04:29,0.4,,,,
Process Graph Metrics,Ostovar,Composite_IOR_output_IOR_5,300.0,700.0,"[1118, 2053]","[999, 1999]",1.0,86.5,00:01:25,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cd,200.0,700.0,[],[499],,,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cd,200.0,700.0,[],[499],,,00:00:05,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_OIR,100.0,600.0,[491],[499],1.0,8.0,00:00:05,,,,,
Bose J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,"[952, 1270, 1492, 1950]","[999, 1999]",0.6666666666666666,48.0,00:20:20,,,,200.0,2.0
Bose WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,,,"[996, 1972]","[999, 1999]",1.0,15.0,00:22:00,,,,200.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_cb,300.0,500.0,[449],[499],1.0,50.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_cb,300.0,500.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_pm,200.0,400.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cd,100.0,400.0,[],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cd,200.0,400.0,[1072],[499],,,00:00:01,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_lp,100.0,600.0,[480],[499],1.0,19.0,00:00:02,,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalMove_output_ConditionalMove_2,100.0,600.0,"[1044, 2030]","[999, 1999]",1.0,38.0,00:00:33,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO_2,200.0,400.0,"[955, 1899]","[999, 1999]",1.0,72.0,00:00:21,,,,,
Process Graph Metrics,Ostovar,Atomic_Frequency_output_Frequency_2,200.0,700.0,"[1017, 2112]","[999, 1999]",1.0,65.5,00:00:59,,,,,
Bose J,Ceravolo,sudden_trace_noise20_1000_ROI,,,[],[499],,,00:00:07,,,,500.0,2.0
Bose WC,Ceravolo,sudden_trace_noise20_1000_ROI,,,[],[499],,,00:00:03,,,,500.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,100.0,400.0,[582],[499],1.0,83.0,00:00:02,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cf,400.0,500.0,[765],[499],,,00:00:10,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,300.0,500.0,[564],[499],1.0,65.0,00:00:02,,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise0_1000_cb,,,[],[499],,,00:00:07,,,,100.0,
Martjushev ADWIN J,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,400.0,500.0,[],"[999, 1999]",,,00:08:41,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,400.0,500.0,[],"[999, 1999]",,,00:04:51,0.4,,,,
Bose J,Ostovar,Nested_RIO_output_RIO_2,,,"[362, 954, 1934, 2574]","[999, 1999]",0.6666666666666666,55.0,00:30:25,,,,300.0,2.0
Bose WC,Ostovar,Nested_RIO_output_RIO_2,,,"[984, 1952]","[999, 1999]",1.0,31.0,00:33:35,,,,300.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_lp,100.0,700.0,[483],[499],1.0,16.0,00:00:01,,,,,
Earth Mover's Distance,Ostovar,Nested_IOR_output_IOR,,,"[936, 1916]","[999, 1999]",1.0,73.0,01:23:32,,,,600.0,2.0
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_RIO,200.0,500.0,[],[499],,,00:00:11,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_RIO,200.0,500.0,[],[499],,,00:00:06,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cf,100.0,400.0,[339],[499],1.0,160.0,00:00:07,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cf,100.0,400.0,[],[499],,,00:00:04,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,100.0,500.0,[1011],"[999, 1999]",0.6666666666666666,12.0,00:00:29,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_cp,200.0,700.0,[449],[499],1.0,50.0,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_cp,200.0,700.0,[],[499],,,00:00:04,0.4,,,,
Bose J,Ostovar,Atomic_Frequency_output_Frequency_5,,,"[810, 1836]","[999, 1999]",1.0,176.0,00:13:20,,,,600.0,2.0
Bose WC,Ostovar,Atomic_Frequency_output_Frequency_5,,,[],"[999, 1999]",,,00:15:03,,,,600.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_IRO,400.0,600.0,[600],[499],1.0,101.0,00:00:00,,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise10_1000_lp,,,[444],[499],1.0,55.0,00:00:06,,,,300.0,2.0
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,[448.5],[499],1.0,50.5,00:00:00,,300.0,30.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,[448.5],[499],1.0,50.5,00:00:00,,300.0,60.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,[448.5],[499],1.0,50.5,00:00:00,,300.0,90.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,[448.5],[499],1.0,50.5,00:00:00,,300.0,120.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise15_1000_ROI,,,[448.5],[499],1.0,50.5,00:00:00,,300.0,150.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,100.0,500.0,[],[499],,,00:00:31,,,,,
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI_5,200.0,400.0,"[749, 1900]","[999, 1999]",0.5,99.0,00:08:15,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI_5,200.0,400.0,[],"[999, 1999]",,,00:04:28,0.4,,,,
Bose J,Ceravolo,sudden_trace_noise20_1000_cd,,,[],[499],,,00:00:19,,,,300.0,2.0
Bose WC,Ceravolo,sudden_trace_noise20_1000_cd,,,[],[499],,,00:00:19,,,,300.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_rp,400.0,500.0,[612],[499],1.0,113.0,00:00:01,,,,,
Bose J,Ceravolo,sudden_trace_noise5_1000_ROI,,,[482],[499],1.0,17.0,00:00:26,,,,100.0,2.0
Bose WC,Ceravolo,sudden_trace_noise5_1000_ROI,,,[490],[499],1.0,9.0,00:00:20,,,,100.0,2.0
Earth Mover's Distance,Ostovar,Nested_RIO_output_RIO_2,,,"[372, 956, 1944]","[999, 1999]",0.8,49.0,00:24:10,,,,200.0,2.0
Process Graph Metrics,Ostovar,Composite_ORI_output_ORI,200.0,700.0,"[956, 1744, 3069]","[999, 1999]",0.4,43.0,00:01:15,,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise15_1000_IRO,400.0,700.0,[399],[499],1.0,100.0,00:00:09,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise15_1000_IRO,400.0,700.0,[],[499],,,00:00:04,0.4,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise0_1000_cp,,,[418],[499],1.0,81.0,00:00:11,,,,150.0,
Earth Mover's Distance,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_2,,,"[952, 1962, 2564]","[999, 1999]",0.8,42.0,00:17:07,,,,200.0,2.0
Maaradji Runs,Ostovar,Atomic_SerialRemoval_output_SerialRemoval,,,[],"[999, 1999]",,,00:07:42,,,,50.0,
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_re,,,[],[499],,,00:00:00,,,,600.0,2.0
Process Graph Metrics,Ostovar,Atomic_SerialMove_output_SerialMove,200.0,400.0,[],"[999, 1999]",,,00:00:11,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,300.0,700.0,[],"[999, 1999]",,,00:00:15,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_5,300.0,400.0,"[980, 1996]","[999, 1999]",1.0,11.0,00:00:11,,,,,
Martjushev ADWIN J,Ostovar,Composite_IOR_output_IOR,400.0,500.0,"[964, 1870]","[999, 1999]",1.0,82.0,00:04:25,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_IOR_output_IOR,400.0,500.0,[],"[999, 1999]",,,00:02:38,0.4,,,,
Maaradji Runs,Ceravolo,sudden_trace_noise5_1000_cb,,,[488],[499],1.0,11.0,00:00:05,,,,200.0,
Process Graph Metrics,Ostovar,Atomic_Loop_output_Loop_2,400.0,700.0,"[1020, 2080]","[999, 1999]",1.0,51.0,00:01:02,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IRO,,,[],[499],,,00:00:00,,500.0,50.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IRO,,,[],[499],,,00:00:00,,500.0,100.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IRO,,,[],[499],,,00:00:00,,500.0,150.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IRO,,,[],[499],,,00:00:00,,500.0,200.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise20_1000_IRO,,,[],[499],,,00:00:00,,500.0,250.0,,
Maaradji Runs,Ceravolo,sudden_trace_noise20_1000_OIR,,,[498],[499],1.0,1.0,00:00:23,,,,300.0,
Martjushev ADWIN J,Ostovar,Composite_RIO_output_RIO_2,300.0,700.0,"[899, 1987]","[999, 1999]",1.0,56.0,00:06:59,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_RIO_output_RIO_2,300.0,700.0,[],"[999, 1999]",,,00:04:11,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelRemoval_output_ParallelRemoval_2,300.0,400.0,[1016],"[999, 1999]",0.6666666666666666,17.0,00:00:11,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,100.0,400.0,[],[499],,,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Nested_OIR_output_OIR,300.0,400.0,[1899],"[999, 1999]",0.6666666666666666,100.0,00:06:43,0.4,,,,
Martjushev ADWIN WC,Ostovar,Nested_OIR_output_OIR,300.0,400.0,[],"[999, 1999]",,,00:04:14,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_sw,300.0,400.0,[],[499],,,00:00:00,,,,,
Process Graph Metrics,Ostovar,Atomic_Substitute_output_Substitute_2,400.0,500.0,[999],"[999, 1999]",0.6666666666666666,0.0,00:00:44,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Substitute_output_Substitute_5,100.0,600.0,"[899, 2040]","[999, 1999]",1.0,70.5,00:08:53,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Substitute_output_Substitute_5,100.0,600.0,[],"[999, 1999]",,,00:05:35,0.4,,,,
Martjushev ADWIN J,Ceravolo,sudden_trace_noise5_1000_sw,200.0,700.0,[],[499],,,00:00:08,0.4,,,,
Martjushev ADWIN WC,Ceravolo,sudden_trace_noise5_1000_sw,200.0,700.0,[],[499],,,00:00:04,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,400.0,700.0,"[974, 1800]","[999, 1999]",1.0,112.0,00:04:35,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval,400.0,700.0,[],"[999, 1999]",,,00:02:37,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,200.0,500.0,[889],"[999, 1999]",0.6666666666666666,110.0,00:07:28,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,200.0,500.0,[],"[999, 1999]",,,00:03:49,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,300.0,400.0,"[909, 1945]","[999, 1999]",1.0,72.0,00:08:10,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_ConditionalToSequence_output_ConditionalToSequence_5,300.0,400.0,[],"[999, 1999]",,,00:05:26,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_5,200.0,500.0,[],"[999, 1999]",,,00:00:15,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_IRO,300.0,600.0,[497],[499],1.0,2.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Skip_output_Skip,100.0,700.0,"[974, 1800]","[999, 1999]",1.0,112.0,00:05:36,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Skip_output_Skip,100.0,700.0,[],"[999, 1999]",,,00:02:54,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_cf,100.0,700.0,[],[499],,,00:00:30,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_cp,200.0,500.0,[],[499],,,00:00:49,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cp,100.0,600.0,[],[499],,,00:00:37,,,,,
Process Graph Metrics,Bose,bose_log,200.0,500.0,"[2945, 3724]","[1199, 2399, 3599, 4799]",0.3333333333333333,125.0,00:00:44,,,,,
Process Graph Metrics,Ostovar,Nested_IRO_output_IRO,100.0,500.0,"[950, 1710, 1970]","[999, 1999]",0.8,39.0,00:00:15,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_2,300.0,700.0,[],"[999, 1999]",,,00:06:46,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_2,300.0,700.0,[],"[999, 1999]",,,00:03:39,0.4,,,,
Earth Mover's Distance,Ceravolo,sudden_trace_noise5_1000_OIR,,,[],[499],,,00:00:00,,,,600.0,2.0
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_re,200.0,700.0,[522],[499],1.0,23.0,00:00:04,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cb,300.0,700.0,[540],[499],1.0,41.0,00:00:00,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_IRO,100.0,400.0,[504],[499],1.0,5.0,00:00:03,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise10_1000_cf,400.0,700.0,[601],[499],1.0,102.0,00:00:00,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Frequency_output_Frequency,300.0,700.0,"[499, 1540]","[999, 1999]",,,00:02:23,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Frequency_output_Frequency,300.0,700.0,[],"[999, 1999]",,,00:01:21,0.4,,,,
Martjushev ADWIN J,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,200.0,600.0,"[949, 1900]","[999, 1999]",1.0,74.5,00:06:12,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_SerialRemoval_output_SerialRemoval_2,200.0,600.0,[],"[999, 1999]",,,00:03:42,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise15_1000_cb,400.0,700.0,[625],[499],1.0,126.0,00:00:02,,,,,
Martjushev ADWIN J,Ostovar,Composite_ROI_output_ROI_2,400.0,400.0,"[759, 1900]","[999, 1999]",0.5,99.0,00:07:44,0.4,,,,
Martjushev ADWIN WC,Ostovar,Composite_ROI_output_ROI_2,400.0,400.0,[],"[999, 1999]",,,00:05:03,0.4,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise20_1000_rp,300.0,600.0,[586],[499],1.0,87.0,00:00:04,,,,,
Process Graph Metrics,Ceravolo,sudden_trace_noise5_1000_cf,400.0,500.0,[],[499],,,00:00:44,,,,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:00,,700.0,70.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:00,,700.0,140.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:00,,700.0,210.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:00,,700.0,280.0,,
Zheng DBSCAN,Ceravolo,sudden_trace_noise5_1000_cd,,,[],[499],,,00:00:00,,700.0,350.0,,
Process Graph Metrics,Ceravolo,sudden_trace_noise0_1000_sw,100.0,700.0,[],[499],,,00:00:01,,,,,
Martjushev ADWIN J,Ostovar,Atomic_Swap_output_Swap_2,300.0,500.0,[],"[999, 1999]",,,00:08:01,0.4,,,,
Martjushev ADWIN WC,Ostovar,Atomic_Swap_output_Swap_2,300.0,500.0,[],"[999, 1999]",,,00:05:09,0.4,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelMove_output_ParallelMove_2,100.0,600.0,[],"[999, 1999]",,,00:00:17,,,,,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence_5,100.0,400.0,[],"[999, 1999]",,,00:04:01,,,,,
Maaradji Runs,Ostovar,Atomic_ConditionalRemoval_output_ConditionalRemoval_5,,,[],"[999, 1999]",,,00:04:54,,,,100.0,
Process Graph Metrics,Ostovar,Atomic_ParallelToSequence_output_ParallelToSequence,200.0,600.0,[],"[999, 1999]",,,00:00:13,,,,,
